"name","u_keywords","location","u_floor","u_room","model_id","u_department_location","asset_tag","u_building","u_last_rounded_date","serial_number","assignment_group","cost_center","comments","short_description","u_hot_spare","os","install_status","department","u_device_rounding","sys_updated_on","po_number","u_category","u_scheduled_retirement","u_last_scanned_date","u_special_handle","os_version"
"AO005598","","VIHA-GVHF-Victoria Hospitals Foundation","","","TANGENT MEDIX 22B V9","","HSS-1998276","","","C24304M114","NTT-Deskside Services-RoyalJubilee-Staffed","90.71.125452800","","","false","Windows 11 Enterprise","Operational","COV IH 2.0 Order Set Harmonis","Mobile Cart","08/09/2025 22:13:01","DMND0004854- 128 x Carts for RJH CPOE Pr","All-in-One","07/31/2028","08/09/2025","","10.0.22631"
"AO005599","","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-1st Floor","1","DT1780","TANGENT MEDIX 22B V9","Renal Unit","HSS-1998277","D&T","06/23/2025","C24304M006","NTT-Deskside Services-RoyalJubilee-Staffed","90.71.125452800","","","false","Windows 11 Enterprise","Operational","COV IH 2.0 Order Set Harmonis","Mobile Cart","08/12/2025 21:23:17","DMND0004854- 128 x Carts for RJH CPOE Pr","All-in-One","07/31/2028","08/11/2025","","10.0.22631"
"AO005600","","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-1st Floor","1","DT1737","TANGENT MEDIX 22B V9","Renal Unit","HSS-1998278","D&T","08/11/2025","C24304M027","NTT-Deskside Services-RoyalJubilee-Staffed","90.71.125452800","","","false","Windows 11 Enterprise","Operational","COV IH 2.0 Order Set Harmonis","Mobile Cart","08/11/2025 07:12:28","DMND0004854- 128 x Carts for RJH CPOE Pr","All-in-One","07/31/2028","08/09/2025","","10.0.22631"
"AO005601","","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-5th Floor","5","NORTH Nursing Station","TANGENT MEDIX 22B V9","","HSS-1998279","PCC","07/03/2025","C24304M128","NTT-Deskside Services-RoyalJubilee-Staffed","90.71.125452800","","","false","Windows 11 Enterprise","Operational","COV IH 2.0 Order Set Harmonis","General Rounding","08/12/2025 21:11:59","DMND0004854- 128 x Carts for RJH CPOE Pr","All-in-One","07/31/2028","08/11/2025","","10.0.22631"
"AO005602","","VIHA-GVHF-Victoria Hospitals Foundation","","","TANGENT MEDIX 22B V9","","HSS-1998280","","","C24304M067","NTT-Deskside Services-RoyalJubilee-Staffed","90.71.125452800","","","false","Microsoft Windows 10 Enterprise","Operational","COV IH 2.0 Order Set Harmonis","Mobile Cart","07/13/2025 06:30:43","DMND0004854- 128 x Carts for RJH CPOE Pr","All-in-One","07/31/2028","05/11/2024","",""
"AO005603","","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor","3","DT3107-D1","TANGENT MEDIX 22B V9","Cath Lab","HSS-1998281","Diagnostic & Treatment","07/03/2025","C24304M032","NTT-Deskside Services-RoyalJubilee-Staffed","90.71.125452800","","","false","Windows 11 Enterprise","Operational","COV IH 2.0 Order Set Harmonis","Mobile Cart","08/13/2025 21:32:52","DMND0004854- 128 x Carts for RJH CPOE Pr","All-in-One","07/31/2028","08/12/2025","","10.0.22631"
"AO005604","","VIHA-RJH-Royal Jubilee Hospital","","","TANGENT MEDIX 22B V9","","HSS-1998282","","","C24304M024","NTT-Deskside Services-RoyalJubilee-Staffed","90.71.125452800","","","false","Windows 11 Enterprise","Operational","COV IH 2.0 Order Set Harmonis","Mobile Cart","08/10/2025 21:38:56","DMND0004854- 128 x Carts for RJH CPOE Pr","All-in-One","07/31/2028","08/09/2025","","10.0.22631"
"AO005605","","VIHA-VGH-Victoria General Hospital-Main Building-1st Floor","1","1207","TANGENT MEDIX 22B V9","Pharmacy","HSS-1998283","Main Building","10/11/2024","C24304M002","NTT-Deskside Services-VictoriaGen-Staffed","90.71.125452800","","","false","Windows 11 Enterprise","Operational","COV IH 2.0 Order Set Harmonis","Mobile Cart","07/13/2025 06:30:35","DMND0004854- 128 x Carts for RJH CPOE Pr","All-in-One","07/31/2028","05/24/2025","","10.0.22631"
"AO005606","","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor","3","DT3634","TANGENT MEDIX 22B V9","Cardiac Short Stay (CSS)","HSS-1998284","Diagnostic & Treatment","07/18/2025","C24304M015","NTT-Deskside Services-RoyalJubilee-Staffed","90.71.125452800","","","false","Windows 11 Enterprise","Operational","COV IH 2.0 Order Set Harmonis","Mobile Cart","08/12/2025 21:01:15","DMND0004854- 128 x Carts for RJH CPOE Pr","All-in-One","07/31/2028","08/11/2025","","10.0.22631"
"AO005607","","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-1st Floor","1","DT1461-D1","TANGENT MEDIX 22B V9","Endoscopy","HSS-1998285","D&T","08/03/2025","C24304M001","NTT-Deskside Services-RoyalJubilee-Staffed","90.71.125452800","","","false","Windows 11 Enterprise","Operational","COV IH 2.0 Order Set Harmonis","General Rounding","08/12/2025 21:01:00","DMND0004854- 128 x Carts for RJH CPOE Pr","All-in-One","07/31/2028","08/11/2025","","10.0.22631"
"AO005608","","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-1st Floor","1","DT1737","TANGENT MEDIX 22B V9","Renal Unit","HSS-1998286","D&T","06/23/2025","C24304M010","NTT-Deskside Services-RoyalJubilee-Staffed","90.71.125452800","","","false","Windows 11 Enterprise","Operational","COV IH 2.0 Order Set Harmonis","Mobile Cart","08/09/2025 21:54:56","DMND0004854- 128 x Carts for RJH CPOE Pr","All-in-One","07/31/2028","08/08/2025","","10.0.22631"
"AO005609","","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-5th Floor","5","11","TANGENT MEDIX 22B V9","ICU","HSS-1998287","Diagnostic & Treatment","08/01/2025","C24304M048","NTT-Deskside Services-RoyalJubilee-Staffed","90.71.125452800","","","false","Windows 11 Enterprise","Operational","COV IH 2.0 Order Set Harmonis","Mobile Cart","08/09/2025 22:00:32","DMND0004854- 128 x Carts for RJH CPOE Pr","All-in-One","07/31/2028","08/08/2025","","10.0.22631"
"AO005610","","VIHA-GVHF-Victoria Hospitals Foundation","","","TANGENT MEDIX 22B V9","","HSS-1998288","","","C24304M066","NTT-Deskside Services-RoyalJubilee-Staffed","90.71.125452800","","","false","Microsoft Windows 10 Enterprise","Operational","COV IH 2.0 Order Set Harmonis","Mobile Cart","07/13/2025 06:30:43","DMND0004854- 128 x Carts for RJH CPOE Pr","All-in-One","07/31/2028","06/07/2024","",""
"AO005611","","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-2nd Floor","2","Clinic 6","TANGENT MEDIX 22B V9","","HSS-1998289","D&T","07/11/2025","C24304M095","NTT-Deskside Services-RoyalJubilee-Staffed","90.71.125452800","","","false","Windows 11 Enterprise","Operational","COV IH 2.0 Order Set Harmonis","Mobile Cart","08/13/2025 21:01:18","DMND0004854- 128 x Carts for RJH CPOE Pr","All-in-One","07/31/2028","08/12/2025","","10.0.22631"
"AO005612","","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-5th Floor","5","S568","TANGENT MEDIX 22B V9","","HSS-1998290","PCC","07/03/2025","C24304M113","NTT-Deskside Services-RoyalJubilee-Staffed","90.71.125452800","","","false","Windows 11 Enterprise","Operational","COV IH 2.0 Order Set Harmonis","General Rounding","08/12/2025 21:23:06","DMND0004854- 128 x Carts for RJH CPOE Pr","All-in-One","07/31/2028","08/11/2025","","10.0.22631"
"AO005613","","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-2nd Floor","2","S282","TANGENT MEDIX 22B V9","Seniors Mental Health","HSS-1998291","PCC","08/07/2025","C24304M022","NTT-Deskside Services-RoyalJubilee-Staffed","90.71.125452800","","","false","Windows 11 Enterprise","Operational","COV IH 2.0 Order Set Harmonis","General Rounding","08/09/2025 21:30:32","DMND0004854- 128 x Carts for RJH CPOE Pr","All-in-One","07/31/2028","08/08/2025","","10.0.22631"
"AO005614","","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-5th Floor","5","N303","TANGENT MEDIX 22B V9","PCC 5N","HSS-1998292","PCC","06/24/2025","C24304M046","NTT-Deskside Services-RoyalJubilee-Staffed","90.71.125452800","","","false","Windows 11 Enterprise","Operational","COV IH 2.0 Order Set Harmonis","Mobile Cart","08/09/2025 22:09:53","DMND0004854- 128 x Carts for RJH CPOE Pr","All-in-One","07/31/2028","08/09/2025","","10.0.22631"
"AO005615","","VIHA-GVHF-Victoria Hospitals Foundation","","","TANGENT MEDIX 22B V9","","HSS-1998293","","","C24304M004","NTT-Deskside Services-RoyalJubilee-Staffed","90.71.125452800","","","false","Microsoft Windows 10 Enterprise","Operational","COV IH 2.0 Order Set Harmonis","","07/13/2025 06:30:34","DMND0004854- 128 x Carts for RJH CPOE Pr","All-in-One","07/31/2028","06/07/2024","",""
"AO005616","","VIHA-GVHF-Victoria Hospitals Foundation","","","TANGENT MEDIX 22B V9","","HSS-1998294","","","C24304M055","NTT-Deskside Services-RoyalJubilee-Staffed","90.71.125452800","","","false","Windows 11 Enterprise","Operational","COV IH 2.0 Order Set Harmonis","Mobile Cart","08/09/2025 22:23:24","DMND0004854- 128 x Carts for RJH CPOE Pr","All-in-One","07/31/2028","08/08/2025","","10.0.22631"
"AO005617","","VIHA-RJH-Royal Jubilee Hospital","","","TANGENT MEDIX 22B V9","","HSS-1998295","","","C24304M008","NTT-Deskside Services-RoyalJubilee-Staffed","90.71.125452800","","","false","Microsoft Windows 10 Enterprise","Operational","COV IH 2.0 Order Set Harmonis","Mobile Cart","07/13/2025 06:30:43","DMND0004854- 128 x Carts for RJH CPOE Pr","All-in-One","07/31/2028","06/01/2024","",""
"AO005618","","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-1st Floor","1","DT1737","TANGENT MEDIX 22B V9","Renal Unit","HSS-1998296","D&T","06/23/2025","C24304M005","NTT-Deskside Services-RoyalJubilee-Staffed","90.71.125452800","","","false","Windows 11 Enterprise","Operational","COV IH 2.0 Order Set Harmonis","Mobile Cart","08/07/2025 21:32:12","DMND0004854- 128 x Carts for RJH CPOE Pr","All-in-One","07/31/2028","08/05/2025","","10.0.22631"
"AO005619","","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-1st Floor","1","CT1557","TANGENT MEDIX 22B V9","Ultrasound","HSS-1998297","Diagnostics and Treatment","08/11/2025","C24304M039","NTT-Deskside Services-RoyalJubilee-Staffed","90.71.125452800","","","false","Windows 11 Enterprise","Operational","COV IH 2.0 Order Set Harmonis","General Rounding","08/11/2025 07:04:44","DMND0004854- 128 x Carts for RJH CPOE Pr","All-in-One","07/31/2028","07/29/2025","","10.0.22631"
"AO005620","CDH iHealth","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","1","1118B (Education Room)","TANGENT MEDIX 22B V9","Emergency","HSS-1998298","Main Building","07/11/2025","C24304M030","NTT-Deskside Services-Cowichan-Staffed","90.71.125452800","","","false","Windows 11 Enterprise","Operational","COV IH 2.0 Order Set Harmonis","General Rounding","08/09/2025 21:54:04","DMND0004854- 128 x Carts for RJH CPOE Pr","All-in-One","07/31/2028","08/08/2025","","10.0.22631"
"AO005621","","VIHA-RJH-Royal Jubilee Hospital","","","TANGENT MEDIX 22B V9","","HSS-1998299","","07/18/2024","C24304M070","NTT-Deskside Services-RoyalJubilee-Staffed","90.71.125452800","","","false","Microsoft Windows 10 Enterprise","Operational","COV IH 2.0 Order Set Harmonis","Excluded","07/13/2025 06:30:40","DMND0004854- 128 x Carts for RJH CPOE Pr","All-in-One","07/31/2028","12/31/2024","",""
"AO005622","","VIHA-GVHF-Victoria Hospitals Foundation","","","TANGENT MEDIX 22B V9","","HSS-1998300","","","C24304M069","NTT-Deskside Services-RoyalJubilee-Staffed","90.71.125452800","","","false","Windows 11 Enterprise","Operational","COV IH 2.0 Order Set Harmonis","","08/12/2025 21:07:38","DMND0004854- 128 x Carts for RJH CPOE Pr","All-in-One","07/31/2028","08/11/2025","","10.0.22631"
"AO005623","","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-1st Floor","1","DT1780","TANGENT MEDIX 22B V9","Renal Unit","HSS-1998301","D&T","07/16/2025","C24304M073","NTT-Deskside Services-RoyalJubilee-Staffed","90.71.125452800","","","false","Windows 11 Enterprise","Operational","COV IH 2.0 Order Set Harmonis","General Rounding","08/14/2025 21:05:31","DMND0004854- 128 x Carts for RJH CPOE Pr","All-in-One","07/31/2028","08/13/2025","","10.0.22631"
"AO005624","","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-1st Floor","1","DT1780","TANGENT MEDIX 22B V9","Renal Unit","HSS-1998302","D&T","08/11/2025","C24304M090","NTT-Deskside Services-RoyalJubilee-Staffed","90.71.125452800","","","false","Windows 11 Enterprise","Operational","COV IH 2.0 Order Set Harmonis","Mobile Cart","08/11/2025 07:14:59","DMND0004854- 128 x Carts for RJH CPOE Pr","All-in-One","07/31/2028","08/09/2025","","10.0.22631"
"AO005625","","VIHA-RJH-Royal Jubilee Hospital","","","TANGENT MEDIX 22B V9","","HSS-1998303","","","C24304M074","NTT-Deskside Services-RoyalJubilee-Staffed","90.71.125452800","","","false","Windows 11 Enterprise","Operational","COV IH 2.0 Order Set Harmonis","","08/13/2025 21:04:22","DMND0004854- 128 x Carts for RJH CPOE Pr","All-in-One","07/31/2028","08/12/2025","","10.0.22631"
"AO005626","","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-1st Floor","1","DT1737","TANGENT MEDIX 22B V9","Renal Unit","HSS-1998304","D&T","06/23/2025","C24304M127","NTT-Deskside Services-RoyalJubilee-Staffed","90.71.125452800","","","false","Windows 11 Enterprise","Operational","COV IH 2.0 Order Set Harmonis","Mobile Cart","08/03/2025 21:51:43","DMND0004854- 128 x Carts for RJH CPOE Pr","All-in-One","07/31/2028","08/02/2025","","10.0.22631"
"AO005627","","VIHA-CDH-Cowichan District Hospital-Main Building-3rd Floor","1","3S (Hallway East)","TANGENT MEDIX 22B V9","","HSS-1998305","Main Building","08/06/2025","C24304M094","NTT-Deskside Services-Cowichan-Staffed","90.71.125452800","","","false","Windows 11 Enterprise","Operational","COV IH 2.0 Order Set Harmonis","Mobile Cart","08/12/2025 21:06:13","DMND0004854- 128 x Carts for RJH CPOE Pr","All-in-One","07/31/2028","08/11/2025","","10.0.22631"
"AO005628","","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-3rd Floor","3","N385","TANGENT MEDIX 22B V9","PCC 3NE","HSS-1998306","PCC","07/19/2025","C24304M101","NTT-Deskside Services-RoyalJubilee-Staffed","90.71.125452800","","","false","Windows 11 Enterprise","Operational","COV IH 2.0 Order Set Harmonis","Mobile Cart","07/31/2025 21:28:20","DMND0004854- 128 x Carts for RJH CPOE Pr","All-in-One","07/31/2028","07/30/2025","","10.0.22631"
"AO005629","","VIHA-GVHF-Victoria Hospitals Foundation","","","TANGENT MEDIX 22B V9","","HSS-1998307","","","C24304M054","NTT-Deskside Services-RoyalJubilee-Staffed","90.71.125452800","","","false","Windows 11 Enterprise","Operational","COV IH 2.0 Order Set Harmonis","Mobile Cart","07/13/2025 06:30:41","DMND0004854- 128 x Carts for RJH CPOE Pr","All-in-One","07/31/2028","05/18/2025","","10.0.22631"
"AO005630","","VIHA-GVHF-Victoria Hospitals Foundation","","","TANGENT MEDIX 22B V9","","HSS-1998308","","","C24304M092","NTT-Deskside Services-RoyalJubilee-Staffed","90.71.125452800","","","false","Microsoft Windows 10 Enterprise","Operational","COV IH 2.0 Order Set Harmonis","Mobile Cart","07/13/2025 06:30:35","DMND0004854- 128 x Carts for RJH CPOE Pr","All-in-One","07/31/2028","05/29/2024","",""
"AO005631","","VIHA-GVHF-Victoria Hospitals Foundation","","","TANGENT MEDIX 22B V9","","HSS-1998309","","","C24304M086","NTT-Deskside Services-RoyalJubilee-Staffed","90.71.125452800","","","false","Microsoft Windows 10 Enterprise","Operational","COV IH 2.0 Order Set Harmonis","Mobile Cart","07/13/2025 06:30:35","DMND0004854- 128 x Carts for RJH CPOE Pr","All-in-One","07/31/2028","06/05/2024","",""
"AO005632","","VIHA-GVHF-Victoria Hospitals Foundation","","","TANGENT MEDIX 22B V9","","HSS-1998310","","","C24304M087","NTT-Deskside Services-RoyalJubilee-Staffed","90.71.125452800","","","false","Microsoft Windows 10 Enterprise","Operational","COV IH 2.0 Order Set Harmonis","Mobile Cart","07/13/2025 06:30:36","DMND0004854- 128 x Carts for RJH CPOE Pr","All-in-One","07/31/2028","02/04/2025","",""
"AO005633","","VIHA-GVHF-Victoria Hospitals Foundation","","","TANGENT MEDIX 22B V9","","HSS-1998311","","","C24304M064","NTT-Deskside Services-RoyalJubilee-Staffed","90.71.125452800","","","false","Windows 11 Enterprise","Operational","COV IH 2.0 Order Set Harmonis","Mobile Cart","08/10/2025 21:41:43","DMND0004854- 128 x Carts for RJH CPOE Pr","All-in-One","07/31/2028","08/09/2025","","10.0.22631"
"AO005634","","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-1st Floor","1","DT1737","TANGENT MEDIX 22B V9","Renal Unit","HSS-1998312","D&T","07/22/2025","C24304M036","NTT-Deskside Services-RoyalJubilee-Staffed","90.71.125452800","","","false","Windows 11 Enterprise","Operational","COV IH 2.0 Order Set Harmonis","Mobile Cart","08/10/2025 21:18:16","DMND0004854- 128 x Carts for RJH CPOE Pr","All-in-One","07/31/2028","08/09/2025","","10.0.22631"
"AO005635","","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-1st Floor","1","DT1461-D1","TANGENT MEDIX 22B V9","Endoscopy","HSS-1998313","D&T","08/03/2025","C24304M058","NTT-Deskside Services-RoyalJubilee-Staffed","90.71.125452800","","","false","Windows 11 Enterprise","Operational","COV IH 2.0 Order Set Harmonis","Mobile Cart","08/12/2025 21:05:49","DMND0004854- 128 x Carts for RJH CPOE Pr","All-in-One","07/31/2028","08/11/2025","","10.0.22631"
"AO005636","","VIHA-GVHF-Victoria Hospitals Foundation","","","TANGENT MEDIX 22B V9","","HSS-1998314","","","C24304M102","NTT-Deskside Services-RoyalJubilee-Staffed","90.71.125452800","","","false","Windows 11 Enterprise","Operational","COV IH 2.0 Order Set Harmonis","Mobile Cart","08/09/2025 22:12:38","DMND0004854- 128 x Carts for RJH CPOE Pr","All-in-One","07/31/2028","08/09/2025","","10.0.22631"
"AO005637","","VIHA-RJH-Royal Jubilee Hospital","","","TANGENT MEDIX 22B V9","","HSS-1998315","","","C24304M107","NTT-Deskside Services-RoyalJubilee-Staffed","90.71.125452800","","","false","Microsoft Windows 10 Enterprise","Operational","COV IH 2.0 Order Set Harmonis","Mobile Cart","07/13/2025 06:30:35","DMND0004854- 128 x Carts for RJH CPOE Pr","All-in-One","07/31/2028","06/08/2024","",""
"AO005638","","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-5th Floor","3","S358","TANGENT MEDIX 22B V9","NICU","HSS-1998316","Main Building","07/03/2025","C24304M111","NTT-Deskside Services-RoyalJubilee-Staffed","90.71.125452800","","","false","Microsoft Windows 10 Enterprise","Operational","COV IH 2.0 Order Set Harmonis","General Rounding","07/13/2025 06:30:36","DMND0004854- 128 x Carts for RJH CPOE Pr","All-in-One","07/31/2028","04/19/2025","",""
"AO005639","","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","2","2856A","TANGENT MEDIX 22B V9","Emerg","HSS-1998317","Main Building","07/12/2025","C24304M080","NTT-Deskside Services-VictoriaGen-Staffed","90.71.125452800","","","false","Windows 11 Enterprise","Operational","COV IH 2.0 Order Set Harmonis","General Rounding","08/12/2025 21:12:12","DMND0004854- 128 x Carts for RJH CPOE Pr","All-in-One","07/31/2028","08/11/2025","","10.0.22631"
